"['东丽', '万新街']",融创城融青园,270,22806,"['3室1厅2卫', '低楼层 (共13层)', '118.39㎡', '平层', '板塔结合', '南', '钢混结构', '其他', '两梯四户', '集中供暖', '有']"
"['武清', '静湖']",碧溪卓园,109.5,9446,"['3室1厅1卫', '低楼层 (共6层)', '115.93㎡', '平层', '板楼', '南 北', '混合结构', '其他', '一梯两户', '集中供暖']"
"['武清', '武清其它']",曹园小区,92,12292,"['2室1厅1卫', '低楼层 (共6层)', '74.85㎡', '平层', '板楼', '南', '混合结构', '简装', '一梯两户', '集中供暖']"
"['河东', '大王庄']",荣泰公寓,180,26343,"['2室1厅1卫', '中楼层 (共7层)', '68.33㎡', '暂无数据', '板楼', '南 北', '混合结构', '简装', '一梯四户', '集中供暖']"
"['和平', '劝业场']",四箴北里,409.7,71080,"['2室1厅1卫', '高楼层 (共6层)', '57.64㎡', '平层', '板楼', '南 北', '混合结构', '精装', '一梯四户', '集中供暖']"
"['西青', '李七庄']",富力津门湖景尚嘉郡,220,25020,"['2室1厅1卫', '低楼层 (共26层)', '87.93㎡', '平层', '板楼', '南', '钢混结构', '其他', '两梯五户', '集中供暖', '有']"
"['西青', '张家窝']",万科四季文园,168,18728,"['3室1厅1卫', '低楼层 (共8层)', '89.71㎡', '平层', '板楼', '南', '钢混结构', '精装', '一梯两户', '集中供暖', '有']"
"['和平', '新兴街']",气象东里,285,69445,"['3室1厅1卫', '高楼层 (共7层)', '41.04㎡', '平层', '塔楼', '西', '钢混结构', '其他', '一梯四户', '集中供暖']"
"['河东', '唐家口']",唐口新村六段,145,18648,"['2室2厅1卫', '高楼层 (共7层)', '77.76㎡', '平层', '板楼', '南 北', '混合结构', '其他', '一梯两户', '集中供暖']"
"['南开', '体育中心街']",奥翔园,260,27008,"['2室1厅1卫', '高楼层 (共24层)', '96.27㎡', '平层', '板楼', '南', '钢混结构', '精装', '两梯四户', '集中供暖', '有']"
"['西青', '张家窝']",保利尚林苑,187.5,20324,"['3室1厅1卫', '中楼层 (共8层)', '92.26㎡', '平层', '板楼', '南 北', '钢混结构', '精装', '一梯两户', '集中供暖', '有']"
"['津南', '咸水沽']",普红馨苑,102,9691,"['2室1厅1卫', '高楼层 (共6层)', '105.26㎡', '平层', '板楼', '南', '混合结构', '精装', '一梯两户', '集中供暖']"
"['南开', '王顶堤']",燕园里,120,28296,"['1室1厅1卫', '高楼层 (共6层)', '42.41㎡', '平层', '板塔结合', '南 北', '混合结构', '简装', '一梯三户', '集中供暖']"
"['河北', '王串场']",城垣里,95,18003,"['1室1厅1卫', '高楼层 (共6层)', '52.77㎡', '平层', '板楼', '东 西', '混合结构', '其他', '一梯两户', '集中供暖']"
"['北辰', '瑞景居住区']",宝翠花都瞰景园,165,17867,"['2室2厅1卫', '低楼层 (共6层)', '92.35㎡', '平层', '板楼', '南 北', '混合结构', '精装', '一梯两户', '集中供暖']"
"['河西', '友谊路']",育学里,145,40662,"['2室1厅1卫', '中楼层 (共6层)', '35.66㎡', '平层', '板楼', '南', '砖混结构', '精装', '一梯三户', '集中供暖']"
"['河西', '天塔街']",富锦里,113,20712,"['1室1厅1卫', '中楼层 (共6层)', '54.56㎡', '平层', '板楼', '南', '混合结构', '简装', '一梯四户', '集中供暖']"
"['河西', '挂甲寺']",景兴西里,227,37960,"['2室1厅1卫', '低楼层 (共8层)', '59.8㎡', '平层', '板塔结合', '南 北', '钢混结构', '简装', '一梯三户', '集中供暖']"
"['南开', '王顶堤']",燕园里,169,23101,"['2室1厅1卫', '高楼层 (共6层)', '73.16㎡', '平层', '板塔结合', '南 北', '混合结构', '简装', '一梯三户', '集中供暖']"
"['河东', '春华街']",华庆里,112,22035,"['1室1厅1卫', '中楼层 (共6层)', '50.83㎡', '平层', '板楼', '南 北', '混合结构', '精装', '一梯四户', '集中供暖']"
"['河东', '真理道']",东康家园,142,18290,"['2室1厅1卫', '中楼层 (共32层)', '77.64㎡', '平层', '板塔结合', '东北', '钢混结构', '简装', '三梯六户', '集中供暖', '有']"
"['宝坻', '京津新城']",鸿坤原乡小镇,27.5,5693,"['1室0厅1卫', '低楼层 (共33层)', '48.31㎡', '平层', '板塔结合', '南 北', '钢混结构', '毛坯', '两梯六户', '集中供暖', '有']"
"['武清', '下朱庄']",茂祥园,120,12359,"['2室1厅1卫', '中楼层 (共16层)', '97.1㎡', '平层', '板楼', '南', '钢混结构', '精装', '两梯四户', '集中供暖', '有']"
"['津南', '小站镇']",天山·水榭花都,69,7092,"['3室1厅1卫', '高楼层 (共28层)', '97.3㎡', '平层', '板楼', '南 北', '钢混结构', '其他', '两梯五户', '集中供暖', '有']"
"['河北', '月牙河']",锦江南里,115,14936,"['3室1厅1卫', '高楼层 (共6层)', '77㎡', '平层', '51.9㎡', '板塔结合', '南 北', '砖混结构', '精装', '一梯三户', '集中供暖']"
"['塘沽', '北塘街']",中建幸福城,113,12450,"['3室1厅1卫', '低楼层 (共20层)', '90.77㎡', '平层', '板楼', '南', '钢混结构', '其他', '两梯四户', '集中供暖', '有']"
"['武清', '保利金街']",保利上河雅苑南区,310,22773,"['3室2厅2卫', '高楼层 (共17层)', '136.13㎡', '平层', '板塔结合', '北 南 西', '钢混结构', '其他', '两梯四户', '集中供暖', '有']"
"['海河教育园区', '咸水沽']",融创中央学府,649,32102,"['4室2厅3卫', '中楼层 (共4层)', '202.17㎡', '南', '钢混结构', '其他', '暂无数据', '集中供暖']"
"['南开', '广开街']",吉安里,256,33809,"['2室1厅1卫', '中楼层 (共8层)', '75.72㎡', '平层', '板楼', '南 北', '混合结构', '简装', '一梯四户', '集中供暖']"
"['武清', '黄庄']",亚泰澜公馆,260,18426,"['3室2厅2卫', '中楼层 (共7层)', '141.11㎡', '平层', '119.37㎡', '板塔结合', '南 北', '钢混结构', '精装', '两梯两户', '集中供暖', '有']"
"['河北', '月牙河']",大江南里,100,27988,"['1室1厅1卫', '低楼层 (共6层)', '35.73㎡', '平层', '板塔结合', '南', '混合结构', '精装', '一梯三户', '集中供暖']"
"['和平', '体育馆街']",马场别墅,420,79246,"['2室0厅1卫', '低楼层 (共3层)', '53㎡', '错层', '33.78㎡', '板楼', '南 北', '未知结构', '其他', '一梯一户', '集中供暖']"
"['滨海新区', '中新生态城']",双威悦馨苑,168,12709,"['3室1厅2卫', '中楼层 (共19层)', '132.19㎡', '平层', '板楼', '南 北', '钢混结构', '其他', '两梯四户', '集中供暖', '有']"
"['河北', '王串场']",盛宇里,210,26126,"['2室1厅1卫', '中楼层 (共6层)', '80.38㎡', '平层', '塔楼', '南 北', '混合结构', '其他', '一梯四户', '集中供暖']"
"['宝坻', '潮阳大道']",宝境檀香,158,13208,"['3室2厅2卫', '低楼层 (共24层)', '119.63㎡', '平层', '暂无数据', '南 北', '未知结构', '其他', '一梯三户']"
"['和平', '劝业场']",劲松楼,380,64792,"['2室1厅1卫', '低楼层 (共15层)', '58.65㎡', '平层', '板塔结合', '东南', '钢混结构', '精装', '两梯二十九户', '集中供暖', '有']"
"['北辰', '瑞景居住区']",瑞宁嘉园,115,14765,"['2室1厅1卫', '高楼层 (共6层)', '77.89㎡', '平层', '板楼', '南 北', '混合结构', '其他', '一梯两户', '集中供暖']"
"['武清', '武清其它']",雍鑫红星华府,246,22446,"['3室1厅1卫', '高楼层 (共7层)', '109.6㎡', '平层', '92.32㎡', '板楼', '南', '钢混结构', '精装', '十九梯两户', '集中供暖', '有']"
"['和平', '劝业场']",银凤里,345,64850,"['2室1厅1卫', '高楼层 (共6层)', '53.2㎡', '平层', '板楼', '西南', '混合结构', '其他', '一梯四户', '集中供暖']"
"['南开', '王顶堤']",林苑东里,112,27126,"['1室1厅1卫', '低楼层 (共8层)', '41.29㎡', '暂无数据', '塔楼', '东南', '混合结构', '其他', '一梯五户', '集中供暖']"
"['武清', '武清其它']",经纬城市绿洲武清,105,16544,"['2室1厅1卫', '中楼层 (共31层)', '63.47㎡', '平层', '板楼', '北', '钢混结构', '精装', '两梯六户', '集中供暖', '有']"
"['开发区', '第五大街']",融科瀚棠,1360,50416,"['5室1厅3卫', '低楼层 (共3层)', '269.76㎡', '复式', '板塔结合', '南 北', '钢混结构', '其他', '一梯两户', '集中供暖']"
"['滨海新区', '滨海其它']",合生君景湾,211,13692,"['3室2厅2卫', '中楼层 (共32层)', '154.11㎡', '平层', '板楼', '南 北', '钢混结构', '其他', '两梯三户', '集中供暖', '有']"
"['海河教育园区', '咸水沽']",融创中央学府,520,25697,"['4室2厅2卫', '中楼层 (共4层)', '202.36㎡', '南', '未知结构', '其他', '暂无数据']"
"['滨海新区', '滨海其它']",万科海港城,130,14788,"['2室1厅1卫', '中楼层 (共33层)', '87.91㎡', '平层', '板楼', '南', '钢混结构', '其他', '两梯四户', '集中供暖', '有']"
"['河西', '挂甲寺']",北洋新里,122,31838,"['1室1厅1卫', '低楼层 (共7层)', '38.32㎡', '平层', '板楼', '西', '混合结构', '其他', '一梯五户', '集中供暖']"
"['红桥', '铃铛阁']",庆丰里,95,15900,"['1室1厅1卫', '高楼层 (共7层)', '59.75㎡', '平层', '板楼', '南', '混合结构', '其他', '一梯四户', '集中供暖']"
"['塘沽', '向阳街']",东方里,92,14023,"['2室1厅1卫', '中楼层 (共6层)', '65.61㎡', '平层', '板楼', '南 北', '混合结构', '其他', '一梯三户', '集中供暖']"
"['河西', '越秀路']",教师村,138,33342,"['2室1厅1卫', '高楼层 (共6层)', '41.39㎡', '平层', '41.39㎡', '板楼', '东 西', '混合结构', '其他', '一梯三户', '集中供暖']"
"['河东', '唐家口']",红星路178号,117,47064,"['1室1厅1卫', '低楼层 (共6层)', '24.86㎡', '平层', '板楼', '南', '钢混结构', '简装', '一梯四户', '集中供暖']"
"['河北', '光复道']",旺海公府,595,38813,"['3室2厅2卫', '低楼层 (共36层)', '153.3㎡', '平层', '板塔结合', '南 东 北', '钢混结构', '简装', '三梯四户', '集中供暖', '有']"
"['河西', '小海地']",珠江里(河西区),138,23740,"['2室1厅1卫', '低楼层 (共6层)', '58.13㎡', '平层', '板楼', '南 西', '混合结构', '简装', '一梯四户', '集中供暖']"
"['武清', '杨村']",平安里小区,167,15869,"['2室2厅1卫', '中楼层 (共6层)', '105.24㎡', '平层', '板塔结合', '南 北', '混合结构', '其他', '一梯两户', '集中供暖']"
"['河西', '陈塘庄']",中海寰宇天下,347,39735,"['2室2厅1卫', '高楼层 (共29层)', '87.33㎡', '平层', '板楼', '南 北', '钢混结构', '其他', '一梯两户', '集中供暖', '有']"
"['河西', '陈塘庄']",金海湾花园,170,30571,"['1室1厅1卫', '中楼层 (共6层)', '55.61㎡', '平层', '板楼', '南 北', '混合结构', '简装', '一梯两户', '集中供暖']"
"['武清', '武清其它']",惠民里小区,79,9253,"['2室1厅1卫', '高楼层 (共14层)', '85.38㎡', '平层', '板楼', '南', '钢混结构', '其他', '一梯四户', '集中供暖']"
"['武清', '体育中心']",北岸尚城,132,13096,"['2室2厅1卫', '高楼层 (共24层)', '100.8㎡', '平层', '板楼', '南 北', '钢混结构', '精装', '两梯三户', '集中供暖', '有']"
"['南开', '广开街']",怀仁里,110,36436,"['2室1厅1卫', '高楼层 (共7层)', '30.19㎡', '平层', '板楼', '东南', '钢混结构', '其他', '一梯六户', '集中供暖']"
"['南开', '王顶堤']",盈江西里,148,22960,"['1室1厅1卫', '高楼层 (共6层)', '64.46㎡', '平层', '板楼', '南', '混合结构', '简装', '一梯三户', '集中供暖']"
"['红桥', '西于庄']",中嘉花园怡水苑,130,18435,"['1室1厅1卫', '中楼层 (共6层)', '70.52㎡', '平层', '板楼', '南', '混合结构', '简装', '一梯三户', '集中供暖']"
"['南开', '万兴街']",花港里,195,52990,"['2室1厅1卫', '低楼层 (共6层)', '36.8㎡', '暂无数据', '板楼', '南 北', '钢混结构', '简装', '一梯三户', '集中供暖']"
"['东丽', '钢管公司']",择月里,39.5,10006,"['1室1厅1卫', '低楼层 (共6层)', '39.48㎡', '平层', '板塔结合', '南 北', '混合结构', '其他', '一梯三户', '集中供暖']"
"['滨海新区', '大港']",经纬城市绿洲滨海,199,14368,"['3室1厅2卫', '高楼层 (共11层)', '138.51㎡', '平层', '板塔结合', '南 北', '钢混结构', '精装', '一梯两户', '自供暖', '有']"
"['开发区', '第三大街']",朗月轩,122,13592,"['2室1厅1卫', '中楼层 (共32层)', '89.76㎡', '平层', '塔楼', '南', '钢混结构', '其他', '三梯八户', '集中供暖', '有']"
"['武清', '杨村']",和平里小区南区,140,15713,"['2室2厅1卫', '中楼层 (共7层)', '89.1㎡', '平层', '板塔结合', '南 北', '混合结构', '精装', '一梯两户', '集中供暖']"
"['津南', '双港']",红磡领世郡普泰花园,240,19028,"['3室2厅2卫', '低楼层 (共24层)', '126.13㎡', '平层', '板楼', '南', '钢混结构', '其他', '两梯三户', '集中供暖', '有']"
"['东丽', '万新街']",瀛通公寓,66,12131,"['1室1厅1卫', '中楼层 (共6层)', '54.41㎡', '平层', '板楼', '南', '混合结构', '简装', '五梯两户', '集中供暖', '有']"
"['南开', '长虹街']",建设新街,120,49080,"['2室0厅1卫', '低楼层 (共4层)', '24.45㎡', '平层', '板楼', '南 北', '框架结构', '其他', '一梯两户', '集中供暖']"
"['东丽', '月牙河']",溪水河畔花园,214.25,23261,"['3室2厅1卫', '中楼层 (共32层)', '92.11㎡', '平层', '板塔结合', '南 北', '钢混结构', '精装', '两梯四户', '集中供暖', '有']"
"['河东', '大王庄']",六纬路,63,26993,"['1室1厅1卫', '中楼层 (共6层)', '23.34㎡', '平层', '板楼', '南', '混合结构', '其他', '一梯四户', '集中供暖']"
"['河北', '王串场']",正兴里（河北）,152,24025,"['2室1厅1卫', '高楼层 (共5层)', '63.27㎡', '平层', '板楼', '南 北', '砖混结构', '其他', '一梯四户', '集中供暖']"
"['和平', '南营门街']",吉利花园,460,77091,"['1室1厅1卫', '低楼层 (共15层)', '59.67㎡', '平层', '板塔结合', '南', '钢混结构', '其他', '一梯四户', '集中供暖', '有']"
"['河北', '鸿顺里街']",元贺里,75,27333,"['1室1厅1卫', '低楼层 (共6层)', '27.44㎡', '平层', '板楼', '南', '混合结构', '其他', '一梯三户', '集中供暖']"
"['西青', '张家窝']",保利罗兰公馆,218,20962,"['3室1厅1卫', '中楼层 (共8层)', '104㎡', '平层', '板楼', '南 北', '钢混结构', '其他', '一梯两户', '集中供暖', '有']"
"['蓟州', '于桥水库']",天津海棠湾花园,142,14741,"['2室2厅1卫', '高楼层 (共6层)', '96.33㎡', '平层', '板楼', '南 北', '钢混结构', '精装', '一梯两户', '集中供暖']"
"['河东', '上杭路']",程林里,128,18105,"['2室1厅1卫', '中楼层 (共6层)', '70.7㎡', '平层', '板楼', '南 北', '混合结构', '简装', '一梯三户', '集中供暖']"
"['宝坻', '京津新城']",鸿坤原乡小镇,59,6939,"['2室2厅1卫', '高楼层 (共18层)', '85.03㎡', '跃层', '板塔结合', '南 北', '钢混结构', '其他', '两梯六户', '集中供暖', '有']"
"['津南', '双港']",香堤苑,210,21115,"['3室1厅1卫', '中楼层 (共7层)', '99.46㎡', '平层', '99.46㎡', '板楼', '南 北', '钢混结构', '精装', '一梯两户', '集中供暖', '有']"
"['南开', '王顶堤']",江川北里,249,27667,"['3室2厅1卫', '低楼层 (共6层)', '90㎡', '平层', '58.86㎡', '板楼', '南 北', '混合结构', '其他', '一梯两户', '集中供暖']"
"['南开', '嘉陵道街']",雅安东里,110,27067,"['2室1厅1卫', '高楼层 (共4层)', '40.64㎡', '平层', '28.47㎡', '板楼', '南 北', '混合结构', '精装', '一梯三户', '集中供暖']"
"['东丽', '新立街']",万科民和巷,185,20109,"['3室1厅1卫', '低楼层 (共15层)', '92㎡', '平层', '板楼', '南 北', '钢混结构', '其他', '两梯两户', '集中供暖', '有']"
"['和平', '新兴街']",气象东里,285,69445,"['3室1厅1卫', '高楼层 (共7层)', '41.04㎡', '平层', '塔楼', '西', '钢混结构', '其他', '一梯四户', '集中供暖']"
"['东丽', '华明镇']",华润橡树湾芳润轩,100,13205,"['2室1厅1卫', '低楼层 (共14层)', '75.73㎡', '平层', '板塔结合', '南', '钢混结构', '其他', '两梯六户', '集中供暖', '有']"
"['北辰', '宜兴埠']",宜兴南里,156,14970,"['3室1厅1卫', '低楼层 (共6层)', '104.21㎡', '平层', '104.21㎡', '板楼', '南 北', '砖混结构', '其他', '一梯两户', '集中供暖']"
"['北辰', '宜兴埠']",淮盛园,135,15521,"['2室1厅1卫', '中楼层 (共11层)', '86.98㎡', '平层', '板楼', '南 北', '钢混结构', '精装', '一梯三户', '集中供暖', '有']"
"['河东', '唐家口']",唐口新村六段,145,18648,"['2室2厅1卫', '高楼层 (共7层)', '77.76㎡', '平层', '板楼', '南 北', '混合结构', '其他', '一梯两户', '集中供暖']"
"['津南', '辛庄']",华远波士顿,145,16278,"['2室1厅1卫', '高楼层 (共26层)', '89.08㎡', '平层', '板楼', '南', '钢混结构', '其他', '两梯四户', '集中供暖', '有']"
"['南开', '鼓楼街']",尚佳新苑公寓,168,29926,"['2室2厅2卫', '中楼层 (共20层)', '56.14㎡', '复式', '塔楼', '东', '钢混结构', '其他', '四梯二十二户', '集中供暖', '有', '未知', '商电', '2.5元/m3']"
"['河东', '大直沽']",宫前东园,85,16550,"['1室1厅1卫', '高楼层 (共7层)', '51.36㎡', '平层', '板楼', '南', '混合结构', '精装', '一梯五户', '集中供暖']"
"['南开', '体育中心街']",奥翔园,260,27008,"['2室1厅1卫', '高楼层 (共24层)', '96.27㎡', '平层', '板楼', '南', '钢混结构', '精装', '两梯四户', '集中供暖', '有']"
"['北辰', '宜兴埠']",普东新苑,104,16271,"['2室1厅1卫', '中楼层 (共6层)', '63.92㎡', '平层', '板塔结合', '南', '混合结构', '简装', '一梯四户', '集中供暖']"
"['西青', '张家窝']",保利尚林苑,187.5,20324,"['3室1厅1卫', '中楼层 (共8层)', '92.26㎡', '平层', '板楼', '南 北', '钢混结构', '精装', '一梯两户', '集中供暖', '有']"
"['西青', '杨柳青']",宝安江南城,240,27196,"['2室1厅1卫', '高楼层 (共13层)', '88.25㎡', '跃层', '板楼', '南', '钢混结构', '精装', '两梯四户', '集中供暖', '有']"
"['武清', '杨村']",同泽园(武清区),120,13702,"['2室1厅1卫', '中楼层 (共16层)', '87.58㎡', '平层', '87.58㎡', '板塔结合', '南', '钢混结构', '简装', '一梯四户', '集中供暖']"
"['武清', '武清其它']",松江运河城,110,11368,"['2室1厅1卫', '高楼层 (共16层)', '96.77㎡', '平层', '板楼', '南 北', '钢混结构', '简装', '两梯四户', '集中供暖', '有']"
"['河北', '望海楼']",乾华园,360,26575,"['3室2厅2卫', '中楼层 (共25层)', '135.47㎡', '暂无数据', '板楼', '南', '钢混结构', '精装', '两梯四户', '集中供暖', '有']"
"['西青', '李七庄']",金厦新都庄园涵溪园,170,22967,"['1室1厅1卫', '高楼层 (共10层)', '74.02㎡', '平层', '板楼', '南 北', '钢混结构', '精装', '一梯三户', '集中供暖', '有']"
"['津南', '咸水沽']",普红馨苑,102,9691,"['2室1厅1卫', '高楼层 (共6层)', '105.26㎡', '平层', '板楼', '南', '混合结构', '精装', '一梯两户', '集中供暖']"
"['南开', '王顶堤']",燕园里,120,28296,"['1室1厅1卫', '高楼层 (共6层)', '42.41㎡', '平层', '板塔结合', '南 北', '混合结构', '简装', '一梯三户', '集中供暖']"
"['河北', '王串场']",城垣里,95,18003,"['1室1厅1卫', '高楼层 (共6层)', '52.77㎡', '平层', '板楼', '东 西', '混合结构', '其他', '一梯两户', '集中供暖']"
"['河北', '新开河']",润泰园,256,24944,"['3室1厅1卫', '中楼层 (共7层)', '102.63㎡', '平层', '板楼', '南 北', '混合结构', '其他', '一梯三户', '集中供暖']"
"['东丽', '空港经济区']",意境兰庭,204,21643,"['2室1厅1卫', '中楼层 (共18层)', '94.26㎡', '平层', '塔楼', '南 北', '钢混结构', '精装', '两梯四户', '集中供暖', '有']"
"['北辰', '瑞景居住区']",宝翠花都瞰景园,165,17867,"['2室2厅1卫', '低楼层 (共6层)', '92.35㎡', '平层', '板楼', '南 北', '混合结构', '精装', '一梯两户', '集中供暖']"
"['滨海新区', '滨海其它']",万科海港城,170,18766,"['3室2厅1卫', '中楼层 (共6层)', '90.59㎡', '暂无数据', '板楼', '南 北', '钢混结构', '其他', '五梯两户', '集中供暖', '有']"
"['南开', '王顶堤']",林苑北里,110,30171,"['1室1厅1卫', '中楼层 (共6层)', '36.46㎡', '平层', '板楼', '南', '混合结构', '简装', '一梯三户', '集中供暖']"
"['武清', '中信广场']",馨达园(武清区),102,12087,"['2室1厅1卫', '高楼层 (共14层)', '84.39㎡', '平层', '板楼', '南', '混合结构', '精装', '一梯四户', '集中供暖', '有']"
"['红桥', '三条石']",金领国际,508,33043,"['3室2厅2卫', '中楼层 (共32层)', '153.74㎡', '平层', '板楼', '南 北', '钢混结构', '其他', '两梯四户', '集中供暖', '有']"
"['河东', '唐家口']",东亚风尚国际,185,35428,"['1室1厅1卫', '中楼层 (共34层)', '52.22㎡', '平层', '塔楼', '南', '钢混结构', '其他', '两梯六户', '集中供暖', '有']"
"['河西', '友谊路']",育学里,145,40662,"['2室1厅1卫', '中楼层 (共6层)', '35.66㎡', '平层', '板楼', '南', '砖混结构', '精装', '一梯三户', '集中供暖']"
"['红桥', '铃铛阁']",庆丰里,95,15900,"['1室1厅1卫', '高楼层 (共7层)', '59.75㎡', '平层', '板楼', '南', '混合结构', '其他', '一梯四户', '集中供暖']"
"['河东', '中山门街']",团结东里,85,16936,"['1室1厅1卫', '高楼层 (共7层)', '50.19㎡', '平层', '板楼', '南', '混合结构', '其他', '一梯三户', '集中供暖']"
"['北辰', '果园新村']",朝阳里（北辰区）,50,15749,"['2室0厅1卫', '高楼层 (共5层)', '31.75㎡', '平层', '25.68㎡', '板楼', '南 北', '钢混结构', '其他', '一梯六户', '集中供暖']"
"['河北', '望海楼']",振德里(河北）,130,21871,"['2室1厅1卫', '高楼层 (共6层)', '59.44㎡', '平层', '板楼', '南 北', '混合结构', '简装', '一梯三户', '集中供暖']"
"['和平', '南营门街']",电台道,350,64612,"['2室0厅1卫', '中楼层 (共6层)', '54.17㎡', '平层', '10.5㎡', '板楼', '南 北', '混合结构', '其他', '一梯两户', '集中供暖']"
"['津南', '双港']",田喜盛园,80,13321,"['1室1厅1卫', '高楼层 (共25层)', '60.06㎡', '平层', '板楼', '东南', '钢混结构', '其他', '两梯八户', '集中供暖', '有']"
"['塘沽', '向阳街']",东方里,92,14023,"['2室1厅1卫', '中楼层 (共6层)', '65.61㎡', '平层', '板楼', '南 北', '混合结构', '其他', '一梯三户', '集中供暖']"
"['武清', '佛罗伦萨']",信置荔城首府,200,16478,"['3室2厅2卫', '中楼层 (共18层)', '121.38㎡', '平层', '板楼', '南 北', '钢混结构', '精装', '两梯四户', '集中供暖', '有']"
"['河西', '越秀路']",教师村,138,33342,"['2室1厅1卫', '高楼层 (共6层)', '41.39㎡', '平层', '41.39㎡', '板楼', '东 西', '混合结构', '其他', '一梯三户', '集中供暖']"
"['塘沽', '北塘街']",听海蓝珊,200,17347,"['2室1厅1卫', '高楼层 (共7层)', '115.3㎡', '平层', '板楼', '南 北', '钢混结构', '其他', '一梯两户', '集中供暖', '有']"
"['滨海新区', '大港']",七邻里北区,50,6972,"['3室1厅1卫', '高楼层 (共4层)', '71.72㎡', '平层', '板楼', '南', '混合结构', '其他', '一梯三户', '集中供暖']"
"['南开', '华苑']",安华里,162,30601,"['1室1厅1卫', '高楼层 (共6层)', '52.94㎡', '平层', '板楼', '南', '混合结构', '简装', '一梯两户', '集中供暖']"
"['河东', '唐家口']",红星路178号,117,47064,"['1室1厅1卫', '低楼层 (共6层)', '24.86㎡', '平层', '板楼', '南', '钢混结构', '简装', '一梯四户', '集中供暖']"
"['开发区', '第三大街']",月荣轩,155,17664,"['2室1厅1卫', '中楼层 (共33层)', '87.75㎡', '平层', '板楼', '南', '钢混结构', '精装', '两梯四户', '集中供暖', '有']"
"['河北', '鸿顺里街']",调丰里,182,20229,"['2室1厅1卫', '高楼层 (共6层)', '89.97㎡', '平层', '板楼', '南 北', '混合结构', '其他', '一梯三户', '集中供暖']"
"['河北', '光复道']",旺海公府,595,38813,"['3室2厅2卫', '低楼层 (共36层)', '153.3㎡', '平层', '板塔结合', '南 东 北', '钢混结构', '简装', '三梯四户', '集中供暖', '有']"
"['武清', '杨村']",檀郡,397,27005,"['3室2厅2卫', '中楼层 (共5层)', '147.01㎡', '平层', '板塔结合', '南 北', '钢混结构', '精装', '一梯两户', '集中供暖']"
"['北辰', '果园新村']",瀛洲里,94,11750,"['2室1厅1卫', '高楼层 (共6层)', '80㎡', '平层', '板楼', '南 北', '混合结构', '精装', '一梯三户', '集中供暖']"
"['红桥', '丁字沽街']",桃花园南里,62,20939,"['1室1厅1卫', '中楼层 (共5层)', '29.61㎡', '平层', '板楼', '南', '混合结构', '精装', '一梯四户', '集中供暖']"
